Código;NOMBRE;"Agua
%";"Kcal.
Energía";"g
Proteina";"g
Grasa Total";"g
Carbo-hidratos";"g
Fibra Diet.
total";"g
Ceniza";"mg
Calcio";"mg
Fosforo";"mg
Hierro";"mg
Tiamina";"mg
Riboflavina";"mg
Niacina";"mg
Vit. C";"mcg
Vit. A Equiv.
Retinol";"g
Ác. grasos
mono-insat.";"g
Ác. grasos
poli-insat.";"g
Ác. Grasos
saturados";"mg
Colesterol";"mg
Potasio";"mg
Sodio";"mg
Zinc";"mg
Magnesio";"mg
Vit. B6";"mcg
Vit. B12";"mcg
Ac. Fólico";"mcg
Folato
Equiv. FD";"%
Fracción
Comestible"
13028;«CSB» CORN SOY BLEND (PL 480);9.70;376;17.20;6.90;61.70;9.00;1.80;831;206;17.49;0.53;0.48;6.23;40;784;;;;;634;7;5.00;174;;1.00;;;1.00
13030;«CSM» CORN SOY MILK (PL 480);8.43;375;21.35;6.76;57.84;7.89;2.90;1020;339;17.54;0.59;0.71;6.37;41;846;;;;;879;87;5.51;184;0.51;1.60;;;1.00
13029;«WSB» WHEAT SOY BLEND (PL 480);8.80;355;21.50;5.90;46.90;13.18;2.00;842;294;17.85;0.54;0.50;8.19;40;698;;;;;694;14;5.50;227;0.47;1.00;;;1.00
13112;«WSM» WHEAT SOY AND MILK (PL 480);7.92;358;25.08;5.82;43.31;10.44;2.96;1031;394;17.90;0.60;0.73;8.33;41;699;;;;;92;902;5.83;219;0.48;1.60;;;1.00
12001;ABERIA/KITEMBILLA;82.80;63;1.20;0.80;14.60;;0.60;13;26;1.20;0.02;0.04;0.30;98;;;;;;;;;;;;;;0.98
16029;ACEITE VEGETAL FORTIFICADO (PL 480);0.00;884;0.00;100.00;0.00;0.00;0.00;0;0;0.02;0.00;0.00;0.00;0;1802;;;;;0;0;0.00;0;0.00;0.00;;;1.00
16002;ACEITE VEGETAL, DE AJONJOLÍ;0.00;884;0.00;100.00;0.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;0;0;39.70;41.70;14.20;0;0;0;0.00;0;0.00;0.00;0;0;1.00
16003;ACEITE VEGETAL, DE ALGODÓN;0.00;884;0.00;100.00;0.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;0;0;17.80;51.90;25.90;0;0;0;0.00;0;0.00;0.00;0;0;1.00
16004;ACEITE VEGETAL, DE COCO;0.00;862;0.00;100.00;0.00;0.00;0.00;0;0;0.04;0.00;0.00;0.00;0;0;5.80;1.80;86.50;0;0;0;0.00;0;0.00;0.00;0;0;1.00
16005;ACEITE VEGETAL, DE GIRASOL;0.00;884;0.00;100.00;0.00;0.00;0.00;0;0;0.03;0.00;0.00;0.00;0;0;45.40;40.10;10.10;0;0;0;0.00;0;0.00;0.00;0;0;1.00
16006;ACEITE VEGETAL, DE MAÍZ;0.00;884;0.00;100.00;0.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;0;0;27.58;54.68;12.95;0;0;0;0.00;0;0.00;0.00;0;0;1.00
16007;ACEITE VEGETAL, DE OLIVA;0.00;884;0.00;100.00;0.00;0.00;0.00;1;0;0.56;0.00;0.00;0.00;0;0;72.96;10.52;13.81;0;1;2;0.00;0;0.00;0.00;0;0;1.00
16008;ACEITE VEGETAL, DE PALMA, FRUTO COMPLETO;0.00;862;0.00;100.00;0.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;0;0;11.40;1.60;81.50;0;0;0;0.00;0;0.00;0.00;0;0;1.00
16022;ACEITE VEGETAL, DE PALMA, SOLO PULPA;0.00;884;0.00;100.00;0.00;0.00;0.00;0;0;0.01;0.00;0.00;0.00;0;0;37.00;9.30;49.30;0;0;0;0.00;0;0.00;0.00;0;0;1.00
16009;ACEITE VEGETAL, DE SOYA;0.00;884;0.00;100.00;0.00;0.00;0.00;0;0;0.02;0.00;0.00;0.00;0;0;23.30;57.90;14.40;0;0;0;0.00;0;0.00;0.00;0;0;1.00
16010;ACEITE VEGETAL, TODA CLASE;;884;;100.00;0.00;;0.00;0;0;0.00;0.00;0.00;0.00;0;0;65.00;7.00;23.00;0;0;0;0.00;;0.00;0.00;0;;1.00
11003;ACEITUNA NEGRA O ACEITUNO DE EL SALVADOR;79.60;73;1.10;0.40;18.30;;0.60;19;26;0.80;0.02;0.04;0.36;34;;;;;;;;;;;;;;0.84
11004;ACEITUNA VERDE, ENVASADA;79.99;115;0.84;10.68;6.26;3.20;2.23;88;3;3.30;0.00;0.00;0.04;1;20;7.89;0.91;1.41;0;8;872;0.22;4;0.01;0.00;0;0;1.00
11002;ACELGA COCIDA S/SAL, ESCURRIDA;92.65;20;1.88;0.08;4.13;2.10;1.26;58;33;2.26;0.03;0.09;0.36;18;306;0.02;0.03;0.01;0;549;179;0.33;86;0.09;0.00;0;9;1.00
11001;ACELGA CRUDA;91.10;27;2.90;0.30;4.80;;;62;;3.90;0.05;0.23;0.50;6;330;;;;0;550;147;0.02;65;;0.00;90;;0.82
12002;ACEROLA, FRUTA;91.41;32;0.40;0.30;7.69;1.10;0.20;12;11;0.20;0.02;0.06;0.40;1678;38;0.08;0.09;0.07;0;146;7;0.10;18;0.01;0.00;0;14;0.80
12003;ACEROLA, JUGO NATURAL;94.30;23;0.40;0.30;4.80;0.30;0.20;10;9;0.50;0.02;0.06;0.40;1600;25;0.08;0.09;0.07;0;97;3;0.10;12;0.00;0.00;0;14;1.00
20076;ADEREZO ENSALADA,ACEITE Y VINAGRE;47.40;449;0.00;50.10;2.50;0.00;0.00;0;0;0.00;0.00;0.00;0.00;0;0;14.80;24.10;9.10;0;8;1;0.00;0;0.00;0.00;0;0;1.00
20077;ADEREZO ENSALADA,TIPO FRANCÉS C/SAL;36.56;457;0.77;44.81;15.58;0.00;2.29;24;19;0.80;0.02;0.05;0.19;0;23;8.43;21.03;5.65;0;67;836;0.29;5;0.00;0.14;0;0;1.00
20003;ADEREZO ENSALADA,TIPO FRANCÉS S/SAL;36.56;459;0.77;44.81;15.58;0.00;2.29;24;19;0.80;0.02;0.05;0.19;0;23;8.43;21.03;5.65;0;67;0;0.29;5;0.00;0.00;0;0;1.00
20002;ADEREZO ENSALADA,TIPO FRANCÉS, NO COMERCIAL;24.20;631;0.10;70.20;3.40;0.00;1.80;6;3;0.20;0.01;0.02;0.13;1;26;20.70;33.70;12.60;0;24;658;0.00;0;0.00;0.00;0;0;1.00
20078;ADEREZO ENSALADA,TIPO ITALIANO C/SAL;56.40;291;0.38;28.37;10.43;0.00;4.42;7;9;0.63;0.01;0.02;0.00;0;2;6.32;12.94;4.47;0;48;1654;0.13;3;0.06;0.00;0;0;1.00
20079;ADEREZO ENSALADA,TIPO ITALIANO C/SAL S/GRASA;85.95;47;0.97;0.87;8.75;0.60;3.47;30;109;0.40;0.03;0.05;0.14;0;4;0.23;0.19;0.29;2;102;1129;0.36;5;0.00;0.31;0;12;1.00
20004;ADEREZO ENSALADA,TIPO ITALIANO S/SAL;56.40;292;0.38;28.37;10.43;0.00;4.42;7;9;0.63;0.01;0.02;0.00;0;2;6.32;12.94;4.47;67;48;30;0.13;3;0.06;0.00;0;0;1.00
20080;ADEREZO ENSALADA,TIPO RANCHERO;38.18;484;1.03;51.39;6.69;0.70;2.71;31;161;0.62;0.10;0.05;0.01;3;10;;;;33;62;816;0.40;5;0.02;0.33;0;4;1.00
11005;AGUACATE;73.23;160;2.00;14.66;8.53;6.70;1.58;12;52;0.55;0.07;0.13;1.74;10;7;9.80;1.82;2.13;0;485;7;0.64;29;0.26;0.00;0;81;0.74
22001;AJO MOLIDO;6.45;332;16.80;0.76;72.71;9.90;3.29;80;417;2.75;0.47;0.15;0.69;18;0;0.02;0.38;0.14;0;1101;26;2.63;58;2.94;0.00;0;2;1.00
11006;AJO, CABEZA O BULBO;63.80;134;5.30;0.20;29.30;;1.40;38;134;1.40;0.21;0.08;0.60;9;0;0.01;0.23;0.09;0;529;19;1.00;;;0.00;3;;0.94
22002;ALBAHACA, FRESCA;90.96;27;2.54;0.61;4.34;3.90;1.55;154;69;3.17;0.03;0.07;0.93;18;264;0.09;0.39;0.04;0;462;4;0.85;81;0.13;0.00;0;64;0.64
12005;ALBARICOQUE, FRUTA DESHIDRATADA;7.50;320;4.90;0.62;82.89;;4.09;61;157;6.31;0.04;0.15;3.58;10;633;0.27;0.12;0.04;0;1850;13;1.00;63;0.52;0.00;0;4;1.00
12004;ALBARICOQUE, FRUTA FRESCA;86.35;48;1.40;0.39;11.12;2.00;0.75;13;23;0.39;0.03;0.04;0.60;10;96;0.17;0.08;0.03;0;259;1;0.20;10;0.05;0.00;0;9;0.93
12006;ALBARICOQUE, JUGO ENVASADO SOL&LIQ;86.62;48;0.63;0.04;12.34;1.60;0.37;12;20;0.30;0.02;0.02;0.34;5;85;0.02;0.01;0.00;0;165;4;0.11;10;0.05;0.00;0;2;1.00
12007;ALBARICOQUE, NECTAR ENVASADO, S/VIT. C;84.87;56;0.37;0.09;14.39;0.60;0.29;7;9;0.38;0.01;0.01;0.26;1;66;0.04;0.02;0.01;0;114;3;0.09;5;0.02;0.00;0;1;1.00
11007;ALCACHOFA, HOJAS Y CORAZÓN;84.94;47;3.27;0.15;10.51;5.40;1.13;44;90;1.28;0.07;0.07;1.05;12;9;0.00;0.06;0.04;0;370;94;0.49;60;0.12;0.00;0;68;0.48
10001;ALMENDRA, SECA;4.47;581;21.94;50.62;19.94;10.40;3.02;216;480;3.72;0.20;0.56;3.66;0;0;32.29;12.05;3.89;0;687;28;3.12;275;0.12;0.00;0;30;1.00
10002;ALMENDRA, SECA TOSTADA, C/SAL;2.60;597;22.09;52.83;19.29;11.80;3.20;266;489;4.51;0.07;0.86;3.85;0;0;33.66;12.65;4.05;0;746;1;3.54;286;0.13;0.00;0;33;1.00
13001;AMARANTO, GRANO SECO;9.84;374;14.45;6.51;66.17;9.30;3.04;153;455;7.59;0.08;0.21;1.29;4;0;1.43;2.89;1.66;0;366;21;3.18;266;0.22;0.00;0;49;1.00
15005;ANGELES O MARSHMELLOWS;16.40;318;1.80;0.20;81.30;0.10;0.30;3;8;0.23;0.00;0.00;0.08;0;0;0.08;0.05;0.06;0;5;80;0.04;2;0.00;0.00;0;1;1.00
22003;ANIS, SEMILLA;9.54;337;17.60;15.90;50.02;14.60;6.95;646;440;36.96;0.34;0.29;3.06;21;16;9.78;3.15;0.59;0;1441;16;5.30;170;0.65;0.00;0;10;1.00
12008;ANONA BLANCA O ATA;71.50;101;1.70;0.60;25.20;2.40;1.00;30;21;0.71;0.08;0.10;0.50;19;2;;;0.23;0;382;4;;18;0.22;0.00;;;0.58
12009;ANONA ROSADA O CORAZÓN DE BUEY;74.40;89;1.90;0.10;22.80;2.40;0.80;17;20;0.40;0.06;0.07;0.43;33;2;;;0.23;0;382;4;;;0.22;0.00;;;0.30
11009;APAZOTE/EPAZOTE;85.50;42;3.80;0.70;7.60;;2.40;304;52;5.20;0.06;0.28;0.60;11;155;;;;0;;;;;;;;;0.76
11010;APIO, TALLOS;95.43;14;0.69;0.17;2.97;1.60;0.75;40;24;0.20;0.02;0.06;0.32;3;22;0.03;0.08;0.04;0;260;80;0.13;11;0.07;0.00;0;36;0.89
14070;AREPA DE MAÍZ PILADO, AMARILLO;62.50;150;7.20;0.50;29.10;;0.70;13;38;0.40;0.01;0.03;0.80;0;36;;;;;;;;;;;;;1.00
14063;AREPA DE MAÍZ PILADO, BLANCO;57.50;172;4.10;0.05;37.80;;0.10;3;25;1.80;0.03;0.01;0.10;0;0;;;;;;;;;;;;;
21012;AROS DE CEBOLLA, EMPANIZADOS FRITOS;37.09;332;4.46;18.69;37.74;;2.03;88;104;1.02;0.10;0.12;1.11;1;1;8.01;0.80;8.38;17;156;518;0.42;19;0.07;0.15;52;102;1.00
11016;ARRACACHA RAÍZ, AMARILLA;77.30;88;0.50;0.40;20.70;;1.10;34;58;0.00;0.03;0.03;6.80;;57;;;;;;;;;;;;;0.80
11017;ARRACACHA RAÍZ, BLANCA;70.90;113;0.80;0.40;26.70;;1.20;44;55;1.20;0.07;0.04;4.81;32;3;;;;;;;;;;;;;0.85
13002;ARROZ BLANCO, PULIDO, ENRIQUECIDO;12.89;360;6.61;0.58;79.34;1.40;0.58;9;108;4.36;0.58;0.05;5.09;0;0;0.18;0.16;0.16;0;86;1;1.16;35;0.14;0.00;222;386;1.00
13003;ARROZ BLANCO, PULIDO, ENRIQUECIDO, PRECOCIDO;8.38;380;7.82;0.94;82.32;1.90;0.53;22;118;6.30;0.93;0.03;7.01;0;0;0.14;0.22;0.15;0;27;10;1.43;14;0.12;0.00;273;466;1.00
13004;ARROZ BLANCO, PULIDO, S/ENRIQUECER;12.89;360;6.61;0.58;79.34;;0.58;9;108;0.80;0.07;0.05;1.60;0;;0.18;0.16;0.16;0;86;1;1.16;35;0.14;0.00;0;9;1.00
13005;ARROZ BLANCO, SEMIPULIDO;13.00;361;7.10;1.10;78.00;;0.80;11;221;1.30;0.16;0.04;2.50;0;0;;;;0;214;9;0.02;;0.30;0.00;6;;1.00
21126;ARROZ FRITO (GUATEMALA);;166;2.47;5.52;25.68;0.64;0.65;8;29;1.14;0.16;0.03;1.46;3;8;3.50;0.45;1.27;0;40;190;0.33;7;0.03;0.00;61;;1.00
13006;ARROZ INTEGRAL;12.37;362;7.50;2.68;76.17;3.40;1.27;33;264;1.80;0.41;0.04;4.31;0;0;0.97;0.96;0.54;0;268;4;2.02;143;0.51;0.00;0;20;1.00
11015;ARVEJA CHINA, CRUDA;88.89;42;2.80;0.20;7.55;2.60;0.56;43;53;2.08;0.15;0.08;0.60;60;54;0.02;0.09;0.04;0;200;4;0.27;24;0.16;0.00;0;42;0.94
11012;ARVEJA COCIDA S/SAL, ESCURRIDA;77.87;84;5.36;0.22;15.64;5.50;0.92;27;117;1.54;0.26;0.15;2.02;14;40;0.02;0.10;0.04;0;271;3;1.19;39;0.22;0.00;0;63;1.00
11011;ARVEJA CRUDA;78.86;81;5.42;0.40;14.46;5.10;0.87;25;108;1.47;0.27;0.13;2.09;40;38;0.04;0.19;0.07;0;244;5;1.24;33;0.17;0.00;0;65;0.45
11013;ARVEJA ENLATADA, SÓLIDOS;81.70;69;4.42;0.35;12.58;4.10;0.97;20;67;0.95;0.12;0.08;0.73;10;27;0.03;0.16;0.06;0;173;252;0.71;17;0.06;0.00;0;44;1.00
11014;ARVEJA Y ZANAHORIA, ENLATADA, SOL&LIQ;88.15;38;2.17;0.27;8.48;2.00;0.93;23;46;0.75;0.07;0.05;0.58;7;289;0.02;0.13;0.05;0;100;260;0.58;14;0.09;0.00;0;18;1.00
9001;ARVEJA, GRANO SECO;11.27;341;24.55;1.16;60.37;25.50;2.65;55;366;4.43;0.73;0.22;2.89;2;7;0.24;0.50;0.16;0;981;15;3.01;115;0.17;0.00;0;274;1.00
9031;ARVEJA, GRANO SECO, COCIDO S/SAL;69.49;118;8.34;0.39;21.10;8.30;0.68;14;99;1.29;0.19;0.06;0.89;0;0;0.08;0.17;0.05;0;362;2;1.00;36;0.05;0.00;0;65;1.00
9002;ARVEJA, GRANO SECO, HARINA;10.00;351;23.40;2.10;62.00;;2.50;81;297;6.00;0.59;0.17;3.10;1;;;;;;;;;;;;;;1.00
17001;ATOL BLANCO O DE CENIZA (GUATEMALA);93.70;25;0.70;0.20;5.00;;0.40;7;22;0.70;0.03;0.01;0.26;0;;;;;;;;;;;;;;1.00
17002;ATOL CACAHUATE (EL SALVADOR);86.00;76;2.10;5.00;6.60;;0.30;8;36;0.60;0.01;0.02;2.62;0;;;;;;;;;;;;;;1.00
17003;ATOL CHILATE;94.90;38;0.30;4.20;0.50;;0.10;4;16;0.60;0.02;0.01;0.08;0;;;;;;;;;;;;;;1.00
17064;ATOL DE ARROZ CON LECHE (GUATEMALA);;108;1.72;0.58;24.08;;0.29;34;39;0.58;0.08;0.05;0.67;0;15;;;;;;;;;;;;;1.00
17065;ATOL DE AVENA/MOSH (GUATEMALA);;51;2.19;0.33;10.07;0.29;0.43;57;60;0.26;0.04;0.07;0.07;0;79;0.10;0.11;0.07;1;93;23;0.31;11;0.02;0.18;4;;1.00
17066;ATOL DE ELOTE (GUATEMALA);;75;1.02;0.32;18.53;1.19;0.22;2;32;0.28;0.05;0.02;0.47;2;111;0.11;0.17;0.06;0;67;4;0.11;9;0.02;0.00;11;;1.00
17068;ATOL DE MAÍZ, POLVO (CEREVITA);;376;3.35;0.70;89.20;;2.15;230;190;5.00;0.55;0.20;3.00;35;180;;;;;80;590;;;0.25;0.60;20;;1.00
17069;ATOL DE PLÁTANO (GUATEMALA);;52;0.13;0.04;13.40;;0.12;1;4;0.11;0.01;0.01;0.08;3;101;;;;;;;;;;;;;1.00
17004;ATOL SHUCO;89.70;37;0.30;0.30;8.30;;1.40;12;43;1.00;0.22;0.01;0.26;0;;;;;;;;;;;;;;1.00
17005;ATOL TRES COCIMIENTOS (GUATEMALA);86.80;52;0.70;0.20;12.10;;0.20;10;14;0.00;0.01;0.00;0.19;0;;;;;;;;;;;;;;1.00
10003;AVELLANA, SECA;5.79;629;13.70;61.15;17.00;11.00;2.36;149;310;3.30;0.47;0.11;1.55;2;2;48.19;5.56;4.67;0;658;0;2.20;160;0.58;0.00;0;78;1.00
13008;AVENA EN HOJUELAS S/FORTIFICAR (MOSH);8.22;389;16.89;6.90;66.27;10.60;1.72;54;523;4.72;0.76;0.14;0.96;0;0;2.18;2.54;1.22;0;429;2;3.97;177;0.12;0.00;0;56;1.00
13089;AVENA INSTANTÁNEA, C/BANANO;6.68;368;8.85;4.75;75.86;6.40;3.83;268;308;9.95;0.80;0.91;10.73;1;806;1.71;1.41;0.79;0;284;700;2.05;93;1.07;0.00;192;349;1.00
13090;AVENA INSTANTÁNEA, C/ESPECIES Y CANELA;6.56;370;8.59;4.67;76.97;6.60;3.19;239;300;8.60;0.71;0.81;9.56;0;718;1.67;1.38;0.87;0;251;535;2.00;89;0.95;0.00;168;309;1.00
13091;AVENA INSTANTÁNEA, C/FRUTA&CREMA;6.39;386;7.99;7.52;74.72;5.80;3.37;314;298;11.31;0.94;1.06;12.57;0;944;2.38;1.28;1.59;0;283;509;1.73;80;1.25;0.05;228;411;1.00
13092;AVENA INSTANTÁNEA, C/MANZANA Y CANELA;6.30;365;8.00;4.39;77.92;7.90;3.36;314;278;11.31;0.94;1.07;12.60;1;946;1.51;1.26;0.73;0;318;480;1.86;81;1.26;0.00;229;412;1.00
13093;AVENA INSTANTÁNEA, C/MIEL;6.46;389;9.29;8.37;72.58;6.40;3.28;244;311;8.80;0.73;0.83;9.77;0;734;2.14;4.20;1.15;0;267;547;2.09;95;0.97;0.00;173;316;1.00
13094;AVENA INSTANTÁNEA, C/SABOR DE VAINILLA;6.88;369;9.05;4.93;75.73;6.80;3.39;256;317;9.20;0.76;0.87;10.23;0;768;1.77;1.47;0.89;0;263;572;2.10;93;1.02;0.00;182;332;1.00
13009;AVENA INSTANTÁNEA, FORTIFICADA;9.30;369;15.50;6.10;64.00;10.90;5.00;357;357;28.93;1.07;1.21;14.29;0;1072;1.92;2.23;1.08;0;354;286;3.07;148;1.43;0.00;254;464;1.00
13007;AVENA INSTANTÁNEA, FORTIFICADA PREPARADA C/AGUA;86.32;55;2.32;0.91;9.59;1.60;0.83;56;54;4.34;0.14;0.17;2.03;0;161;0.29;0.33;0.15;0;53;45;0.46;23;0.21;0.00;38;70;1.00
11020;AYOTE/GUICOY/ZAPALLO/CALABAZA, AMARILLO/MADURO;91.00;30;0.60;0.20;7.60;0.50;0.60;19;22;0.50;0.04;0.04;0.50;15;143;0.01;0.00;0.05;0;340;1;0.32;;0.06;0.00;0;16;0.53
11018;AYOTE/GUICOY/ZAPALLO/CALABAZA, FLORES;95.15;15;1.03;0.07;3.28;;0.48;39;49;0.70;0.04;0.08;0.69;28;97;0.01;0.00;0.04;0;173;5;;24;;0.00;0;59;0.35
11019;AYOTE/GUICOY/ZAPALLO/CALABAZA, HOJAS Y PUNTAS;92.88;19;3.15;0.40;2.33;;1.24;39;104;2.22;0.09;0.13;0.92;11;97;0.05;0.02;0.21;0;436;11;0.20;38;0.21;0.00;0;36;0.41
22004;AZAFRAN;11.90;310;11.43;5.85;65.37;3.90;5.45;111;252;11.10;0.12;0.27;1.46;81;27;0.43;2.07;1.59;0;1724;148;1.09;264;1.01;0.00;0;93;1.00
15001;AZÚCAR BLANCA, GRANULADA;0.70;384;0.00;0.00;99.10;;0.20;5;1;0.10;0.00;0.00;0.00;;0;0.00;0.00;0.00;0;;0;;;;;;;1.00
15002;AZÚCAR BLANCA, GRANULADA, FORTIF.C/VIT A;0.70;384;0.00;0.00;99.10;0.00;0.20;5;1;0.10;0.00;0.00;0.00;0;1000;;;;;;;;;;;;;1.00
15003;AZÚCAR MORENA O NEGRA;1.77;377;0.00;0.00;97.33;0.00;0.90;85;22;1.91;0.01;0.01;0.08;0;0;0.00;0.00;0.00;0;346;39;0.18;29;0.03;0.00;0;1;1.00
12010;BANANO/GUINEO, MADURO;74.91;89;1.09;0.33;22.84;2.60;0.82;5;22;0.26;0.03;0.07;0.67;9;3;0.03;0.07;0.11;0;358;1;0.15;27;0.37;0.00;0;20;0.64
12011;BANANO/GUINEO, VERDE;69.00;110;1.40;0.20;28.70;0.50;0.70;8;35;0.90;0.04;0.02;0.60;31;130;;;;;;;;;;;;;0.66
17006;BATIDO O MILK SHAKE, CHOCOLATE;71.50;127;3.40;3.70;20.50;1.90;0.90;113;102;0.31;0.06;0.25;0.16;0;26;1.08;0.14;2.31;13;200;97;0.41;17;0.05;0.34;0;5;1.00
17007;BATIDO O MILKSHAKE, FRESA;74.10;113;3.40;2.80;18.90;0.40;0.90;113;100;0.11;0.05;0.19;0.17;1;26;;;1.73;11;182;83;0.36;13;0.04;0.31;0;3;1.00
17008;BATIDO O MILKSHAKE, VAINILLA;69.65;148;3.37;6.52;19.59;0.90;0.86;115;98;0.46;0.03;0.66;0.21;0;91;1.78;0.32;3.96;23;166;81;0.57;13;0.06;0.22;0;0;1.00
17077;BEBIDA - DEPORTISTAS, GATORADE, POLVO;2.70;364;0.00;0.00;95.30;;2.00;;;;;;;;;;;;;201;603;;;;;;;1.00
17076;BEBIDA - DEPORTISTAS, SABOR FRUTAS, BAJA EN CALORIAS, LÍQUIDO;96.80;11;0.00;0.00;3.00;0.00;0.20;0;9;0.05;0.00;0.00;0.00;6;0;0.00;0.00;0.00;0;10;35;0.02;1;0.00;0.00;0;0;1.00
17078;BEBIDA - DEPORTISTAS, SABOR FRUTAS, LÍQUIDO;92.94;27;0.00;0.10;6.76;0.00;0.20;1;7;0.22;0.01;0.82;0.62;0;0;0.00;0.00;0.00;0;14;30;0.20;2;0.06;0.45;0;0;1.00
17009;BEBIDA ALCOHÓLICA, AGUARDIENTE O RON;66.60;231;0.00;0.00;0.00;0.00;0.00;0;5;0.12;0.01;0.00;0.00;0;0;0.00;0.00;0.00;0;2;1;0.07;0;0.00;0.00;0;0;1.00
17010;BEBIDA ALCOHÓLICA, CERVEZA REGULAR;91.96;43;0.46;0.00;3.55;0.00;0.16;4;14;0.02;0.00;0.03;0.51;0;0;0.00;0.00;0.00;0;27;4;0.01;6;0.05;0.02;0;6;1.00
17011;BEBIDA ALCOHÓLICA, CERVEZA SUAVE;94.88;29;0.24;0.00;1.64;0.00;0.09;4;12;0.03;0.00;0.01;0.39;0;0;0.00;0.00;0.00;0;21;4;0.01;5;0.03;0.09;0;6;1.00
17079;BEBIDA ALCOHÓLICA, PIÑA COLADA, ENLATADA;54.90;237;0.60;7.60;27.60;0.10;0.30;1;36;0.03;0.02;0.00;0.10;2;1;0.44;0.14;6.57;0;83;71;0.20;6;0.02;0.00;0;6;1.00
17012;BEBIDA ALCOHÓLICA, VINO DE COCINA;86.58;84;0.07;0.00;2.72;0.00;0.24;8;20;0.37;0.00;0.02;0.17;0;0;0.00;0.00;0.00;0;99;5;0.13;11;0.05;0.00;0;1;1.00
17013;BEBIDA ALCOHÓLICA, VINO DE MESA;86.49;85;0.07;0.00;2.61;0.00;0.28;8;23;0.46;0.00;0.03;0.22;0;0;0.00;0.00;0.00;0;127;4;0.14;12;0.06;0.00;0;1;1.00
17014;BEBIDA ALCOHÓLICA, VINO DE PALMA;93.00;27;0.00;0.10;6.60;;0.30;4;10;0.50;;;0.73;;;;;;;;;;;;;;;1.00
17015;BEBIDA ALCOHÓLICA, WHISKEY;63.90;250;0.00;0.00;0.10;0.00;0.00;0;3;0.02;0.01;0.00;0.05;0;0;0.00;0.00;0.00;0;1;0;0.02;0;0.00;0.00;0;0;1.00
17045;BEBIDA DE CHOCOLATE (SABOR), POLVO FORTIFICADO PARA LECHE;1.10;400;4.55;2.27;90.28;4.50;1.80;455;86;0.00;0.01;0.06;0.20;27;0;0.00;0.00;2.27;0;280;136;6.82;53;0.91;0.00;0;4;1.00
17071;BEBIDA DE CHOCOLATE CON LECHE, POLVO (MILO);;420;11.00;10.00;68.00;;;547;775;9.60;1.85;1.67;11.92;80;;;;;;;;;100;2.24;1.08;;;1.00
17090;BEBIDA DE SOYA, LIQUIDA (AdeS);;40;2.60;1.52;4.00;0.60;;19;19;0.34;;;;6;19;;;;;;;;;0.05;0.02;;;1.00
17091;BEBIDA DE SOYA, POLVO, INSTANTÁNEA (DELISOYA);;469;26.50;24.10;36.50;;;900;750;8.40;0.30;1.20;0.70;9;960;;;;11;1500;;8.40;80;0.30;3.50;40;;1.00
17019;BEBIDA GASEOSA O CARBONATADA, DIETETICA NO COLAS;99.80;0;0.00;0.00;0.10;0.00;0.10;4;0;0.04;0.00;0.00;0.00;0;0;0.00;0.00;0.00;0;2;16;0.05;1;0.00;0.00;0;0;1.00
17020;BEBIDA GASEOSA O CARBONATADA, DIETETICA TIPO COLAS;99.54;2;0.11;0.03;0.29;0.00;0.03;3;9;0.11;0.00;0.02;0.00;0;0;0.00;0.00;0.00;0;11;8;0.11;1;0.00;0.00;0;0;1.00
17016;BEBIDA GASEOSA O CARBONATADA, NO COLAS;87.60;48;0.00;0.00;12.30;0.00;0.10;5;1;0.06;0.00;0.00;0.00;0;0;0.00;0.00;0.00;0;2;12;0.10;1;0.00;0.00;0;0;1.00
17017;BEBIDA GASEOSA O CARBONATADA, TIPO COLAS C/CAFÉINA;90.31;37;0.07;0.02;9.56;0.00;0.04;2;10;0.11;0.00;0.00;0.00;0;0;0.00;0.00;0.00;0;2;4;0.08;0;0.00;0.00;0;0;1.00
17018;BEBIDA GASEOSA O CARBONATADA, TIPO SODA;99.90;0;0.00;0.00;0.00;0.00;0.10;5;0;0.01;0.00;0.00;0.00;0;0;0.00;0.00;0.00;0;2;21;0.10;1;0.00;0.00;0;0;1.00
17080;BEBIDA GASEOSA O CARBONATADA, TIPO TÓNICA;91.10;34;0.00;0.00;8.80;0.00;0.10;1;0;0.01;0.00;0.00;0.00;0;0;0.00;0.00;0.00;0;0;12;0.10;0;0.00;0.00;0;0;1.00
17051;BEBIDA GATORADE, LÍQUIDO;93.38;26;0.00;0.10;6.32;0.00;0.20;1;9;0.20;0.01;;0.22;0;;0.00;0.00;0.00;0;14;39;0.26;1;0.02;;;;1.00
17087;BEBIDA MALTEADA NATURAL, EN POLVO;2.00;429;14.29;9.52;71.43;0.90;2.98;298;358;0.70;0.50;0.92;5.25;3;82;2.03;1.43;4.76;24;758;405;0.99;93;0.41;0.80;0;46;1.00
17088;BEBIDA MALTEADA NATURAL, PREPARADA CON LECHE;81.40;88;3.86;3.62;10.23;0.10;0.89;117;106;0.09;0.08;0.24;0.52;0;33;0.90;0.28;2.04;12;183;79;0.43;17;0.07;0.46;0;8;1.00
17021;BEBIDA NUTRITIVA- BIENESTARINA, POLVO;6.70;384;21.29;5.65;63.25;;3.11;310;;20.00;1.12;1.23;14.25;;1350;;;;;;;;;;;;;1.00
